Team,GP,W,L,AGT,K,D,KD,CKPM,GPR,GSPD,EGR,MLR,GD15,FB%,FT%,F3T%,PPG,HLD%,GRB%,FD%,DRG%,ELD%,FBN%,BN%,LNE%,JNG%,WPM,CWPM,WCPM
DN Freecs,3,1,2,32.5,43,44,0.98,0.88,-2.3,-0.12,30.3,3,-2865,0,0.33,0.67,0.7,0.2,,0.33,0.58,0,0.33,0.33,0.504,0.374,3.56,1.6,2.09
Dplus KIA,2,2,0,37.8,38,9,4.22,0.62,3.01,0.185,88.3,11.7,2849,0.5,1,1,6.5,1,,1,0.89,1,1,1,0.47,0.575,3.5,1.42,1.75
Nongshim RedForce,2,0,2,37.8,9,38,0.24,0.62,-3.01,-0.185,11.7,-11.7,-2849,0.5,0,0,3.5,0,,0,0.11,0,0,0,0.53,0.425,3.18,1.69,1.5
T1,3,2,1,32.5,43,43,1,0.88,2.3,0.12,69.7,-3,2865,1,0.67,0.33,8,0.8,,0.67,0.42,1,0.67,0.67,0.496,0.626,3.9,1.39,1.66
Gen.G,2,2,0,36.1,37,17,2.18,0.75,1.93,0.094,75.5,24.5,2775,1,1,1,8,0.75,,0.5,0.5,1,1,1,0.51,0.596,4.12,1.33,1.93
Hanwha Life Esports,2,0,2,36.1,17,37,0.46,0.75,-1.93,-0.094,24.5,-24.5,-2775,0,0,0,5,0.25,,0.5,0.5,0,0,0,0.49,0.404,3.74,1.55,1.92
KT Rolster,2,2,0,32,37,17,2.18,0.84,0.63,0.16,46.8,53.2,98,0.5,0.5,0.5,2.5,0,,0.5,0.67,,1,1,0.516,0.606,3.71,1.32,1.71
Liiv SANDBOX,2,0,2,32,17,37,0.46,0.84,-0.63,-0.16,53.2,-53.2,-98,0.5,0.5,0.5,5.5,1,,0.5,0.33,,0,0,0.484,0.394,4.04,1.95,1.82
BRION,2,0,2,19.5,8,41,0.2,1.26,-5.12,-0.295,0.5,-0.5,-9791,0,0,0,0.5,0,,0.5,0.33,,0,,0.451,0.346,2.17,1.05,0.97
DN Freecs,3,1,2,35.4,31,30,1.03,0.57,-1.12,-0.065,40.1,-6.7,-1623,0.67,0.67,0.33,2.3,0,,1,0.46,,0.33,0.33,0.497,0.422,3.82,1.65,1.61
DRX,3,2,1,35.4,30,31,0.97,0.57,1.12,0.065,59.9,6.7,1623,0.33,0.33,0.67,5.7,1,,0,0.54,,0.67,0.67,0.503,0.578,3.33,1.43,1.98
T1,2,2,0,19.5,41,8,5.13,1.26,5.12,0.295,99.5,0.5,9791,1,1,1,12,1,,0.5,0.67,,0,,0.549,0.654,2.9,1.1,1.02
BRION,3,2,1,35.9,28,18,1.56,0.43,0.35,0.075,48.9,17.8,-197,0.67,0.33,0.33,3.3,0,,0.67,0.64,1,1,1,0.496,0.545,3.73,1.64,1.81
Dplus KIA,3,1,2,39.8,56,52,1.08,0.9,-0.39,-0.009,61.7,-28.3,-273,0.67,0.33,0.67,4,0.67,,0.67,0.71,0.5,0.67,0.5,0.498,0.492,3.62,1.65,1.64
Gen.G,3,2,1,39.8,52,56,0.93,0.9,0.39,0.009,38.3,28.3,273,0.33,0.67,0.33,5.3,0.33,,0.33,0.29,0.5,0.33,0.5,0.502,0.508,3.72,1.64,1.48
Hanwha Life Esports,3,1,2,35.9,18,28,0.64,0.43,-0.35,-0.075,51.1,-17.8,197,0.33,0.67,0.67,6.3,1,,0.33,0.36,0,0,0,0.504,0.455,3.42,1.68,1.83
KT Rolster,3,2,1,32.3,40,30,1.33,0.7,1.02,0.117,69.8,-3.2,2204,0.33,0.33,0.67,4,0.67,,0.67,0.69,0.5,1,0.8,0.503,0.541,3.64,1.61,1.82
Nongshim RedForce,3,1,2,32.3,28,40,0.7,0.7,-1.02,-0.117,30.2,3.2,-2204,0.67,0.67,0.33,4.7,0.33,,0.33,0.31,0.5,0,0.2,0.497,0.459,3.43,1.51,1.37
DN Freecs,3,2,1,32.3,44,18,2.44,0.64,1.72,0.024,63.2,3.5,1301,1,0.67,0.67,4,0.83,,0.67,0.62,,0.67,0.67,0.498,0.488,4.28,1.65,2.04
Dplus KIA,2,2,0,26.4,35,5,7,0.76,2.58,0.19,69,31,1226,1,1,1,6.5,0.5,,0.5,0.88,,1,1,0.495,0.565,3.63,1.49,1.64
DRX,2,0,2,26.4,5,35,0.14,0.76,-2.58,-0.19,31,-31,-1226,0,0,0,3.5,0.5,,0.5,0.13,,0,0,0.505,0.435,3.14,1.38,1.42
Hanwha Life Esports,3,1,2,32.3,18,44,0.41,0.64,-1.72,-0.024,36.8,-3.5,-1301,0,0.33,0.33,2.7,0.17,,0.33,0.38,,0.33,0.33,0.502,0.512,3.6,1.56,1.85
Gen.G,3,2,1,26.9,39,29,1.34,0.84,1.27,0.048,52.6,14,187,0.67,0.67,0.67,4,0.5,,0,0.42,,0.67,1,0.501,0.526,3.68,1.4,2.05
KT Rolster,3,1,2,26.9,29,39,0.74,0.84,-1.27,-0.048,47.4,-14,-187,0.33,0.33,0.33,5.3,0.5,,1,0.58,,0,0,0.499,0.474,3.66,1.45,1.66
Liiv SANDBOX,3,1,2,29.2,30,53,0.57,0.95,-2.7,-0.148,14.6,18.7,-4467,0,0,0,3.3,0.17,,0.67,0.6,0,0.33,0.5,0.494,0.386,2.62,1,1.39
T1,3,2,1,29.2,53,30,1.77,0.95,2.7,0.148,85.4,-18.7,4467,1,1,1,7,0.83,,0.33,0.4,1,0.67,0.5,0.506,0.614,3.6,1.36,1.17
BRION,2,2,0,33.6,28,12,2.33,0.59,0.68,0.054,56.5,43.5,188,0.5,0.5,1,4,0.25,,0.5,0.67,,1,1,0.505,0.516,4.07,1.67,1.97
Dplus KIA,2,0,2,33.6,12,28,0.43,0.59,-0.68,-0.054,43.5,-43.5,-188,0.5,0.5,0,3.5,0.75,,0.5,0.33,,0,0,0.495,0.484,3.75,1.67,1.74
Hanwha Life Esports,2,0,2,35.4,17,32,0.53,0.69,-3.36,-0.069,6.6,-6.6,-4996,0,0,0,0,0.25,,0.5,0.2,,0.5,0.33,0.486,0.446,3.45,1.23,1.7
Nongshim RedForce,2,2,0,35.4,32,17,1.88,0.69,3.36,0.069,93.4,6.6,4996,1,1,1,8.5,0.75,,0.5,0.8,,0.5,0.67,0.514,0.554,3.68,1.69,1.79
BRION,2,0,2,41.7,16,32,0.5,0.58,-0.19,0.014,28.5,-28.5,-703,0,1,0,7,0.5,,0,0.2,,0,0,0.514,0.555,3.96,1.87,2.52
DN Freecs,4,4,0,37.5,69,29,2.38,0.65,0.11,0.035,39.3,60.7,-666,0.33,0,0.33,2.7,0.25,,0.33,0.65,,1,1,0.495,0.487,4.31,1.7,1.99
DRX,2,0,2,30,13,37,0.35,0.83,-2.29,-0.158,29.7,-29.7,-1247,0,0.5,0,3.5,0.5,,0.5,0.11,,0,0,0.483,0.422,3.34,1.57,1.67
Liiv SANDBOX,2,0,2,33.4,13,37,0.35,0.75,-0.06,-0.06,76.8,-76.8,1350,1,1,1,3.5,1,,1,0.5,,0,0,0.501,0.493,3.35,1.27,1.87
T1,2,2,0,30,37,13,2.85,0.83,2.29,0.158,70.3,29.7,1247,1,0.5,1,3.5,0.5,,0.5,0.89,,0.5,1,0.517,0.578,3.36,1.47,1.4
Dplus KIA,3,1,2,39,23,42,0.55,0.56,-0.93,-0.031,30.9,2.4,-1527,0,0.33,0.33,4,0.67,,0.33,0.44,0,0.33,0.33,0.493,0.517,3.52,1.49,1.47
Hanwha Life Esports,2,0,2,38,17,28,0.61,0.59,-0.69,-0.054,15.9,-15.9,-809,0,0,0,1.5,0,,0,0.4,,0.5,0.5,0.487,0.463,3.5,1.67,2.07
KT Rolster,2,2,0,38,28,17,1.65,0.59,0.69,0.054,84.1,15.9,809,1,1,1,4.5,1,,1,0.6,,0.5,0.5,0.513,0.537,3.9,1.82,2.01
Nongshim RedForce,3,2,1,39,42,23,1.83,0.56,0.93,0.031,69.1,-2.4,1527,1,0.67,0.67,4,0.33,,0.67,0.56,1,0.67,0.67,0.507,0.483,3.26,1.7,1.7
BRION,2,0,2,36.1,13,30,0.43,0.6,-1.16,-0.097,32.2,-32.2,-1685,0.5,0,0.5,3,0.75,,0,0.36,,0,0,0.482,0.466,4.39,1.79,1.83
DRX,2,0,2,28.3,17,33,0.52,0.88,-2.17,-0.125,18.7,-18.7,-1710,0,0,0,3.5,0.5,,0.5,0.25,,0,0,0.495,0.419,3.21,1.53,1.98
Gen.G,2,2,0,36.1,30,13,2.31,0.6,1.16,0.097,67.8,32.2,1685,0.5,1,0.5,4,0.25,,1,0.64,,1,1,0.518,0.534,3.85,1.42,2.53
T1,2,2,0,28.3,33,17,1.94,0.88,2.17,0.125,81.3,18.7,1710,1,1,1,4,0.5,,0.5,0.75,,1,1,0.505,0.581,3.77,1.5,1.75
DN Freecs,2,2,0,32.7,31,8,3.88,0.58,2.38,0.097,69.2,30.8,3346,1,1,1,6,0.67,,0,0.44,,1,1,0.492,0.501,3.52,1.61,1.55
KT Rolster,3,1,2,30,27,41,0.66,0.76,-0.99,-0.043,26.8,6.5,-2196,0,0.67,0,4.7,0.33,,0.33,0.38,,0.33,0.5,0.496,0.477,3.58,1.4,1.7
Liiv SANDBOX,2,0,2,32.7,7,31,0.23,0.58,-2.38,-0.097,30.8,-30.8,-3346,0,0,0,2.5,0.33,,1,0.56,,0,0,0.508,0.499,2.93,1.22,1.48
Nongshim RedForce,3,2,1,30,41,27,1.52,0.76,0.99,0.043,73.2,-6.5,2196,1,0.33,1,7.3,0.67,,0.67,0.62,,0.67,0.5,0.504,0.523,3.64,1.84,1.8
BRION,2,0,2,31,13,17,0.76,0.48,-1.14,0,30,-30,-1136,0,0.5,0,3,0.5,,0.5,0.6,,0.5,0.67,0.491,0.489,3.54,1.49,1.62
Dplus KIA,2,2,0,31,17,13,1.31,0.48,1.14,0,70,30,1136,1,0.5,1,5,0.5,,0.5,0.4,,0.5,0.33,0.509,0.511,3.71,1.48,1.64
Gen.G,3,2,1,33,40,30,1.33,0.71,1.35,0.067,68.2,-1.5,554,0.67,0.33,0.67,3.7,0.17,,0.67,0.71,,0.67,0.75,0.515,0.541,2.9,1.37,1.94
Hanwha Life Esports,3,1,2,33,30,40,0.75,0.71,-1.35,-0.067,31.8,1.5,-554,0.33,0.67,0.33,5.7,0.83,,0.33,0.29,,0.33,0.25,0.485,0.459,3.47,1.56,1.47
DN Freecs,2,0,2,44.7,14,24,0.58,0.43,0.69,0.001,70.1,-70.1,1838,0.5,0.5,1,5,0.75,,0.5,0.5,0.67,0,0.5,0.488,0.452,4.51,1.89,1.9
DRX,2,2,0,44.7,24,14,1.71,0.43,-0.69,-0.001,29.9,70.1,-1838,0.5,0.5,0,2.5,0.25,,0.5,0.5,0.33,0.5,0.5,0.512,0.548,3.75,1.72,2.49
Liiv SANDBOX,2,0,2,28.8,14,29,0.48,0.75,-1.86,-0.063,24,-24,-1574,1,0,0,2.5,0.25,,0.5,0.25,,0,0,0.496,0.466,2.94,1.14,1.59
T1,2,2,0,28.8,29,14,2.07,0.75,1.86,0.063,76,24,1574,0,1,1,7.5,0.75,,0.5,0.75,,0.5,1,0.504,0.534,3.26,1.27,1.41
DN Freecs,2,0,2,31.2,11,30,0.37,0.66,-1.83,-0.122,25.8,-25.8,-1504,0,0.5,0,5,0.25,,0,0,0,0,0,0.507,0.421,3.81,1.75,1.63
DRX,2,0,2,35.5,12,29,0.41,0.58,0.51,0.006,63.1,-63.1,1856,0.5,1,0.5,6.5,0.75,,0,0.11,,0,0.25,0.488,0.517,3.43,1.62,1.63
Liiv SANDBOX,2,2,0,35.5,29,12,2.42,0.58,-0.51,-0.006,36.9,63.1,-1856,0.5,0,0.5,0.5,0.25,,1,0.89,,1,0.75,0.512,0.483,3.07,1.24,1.74
T1,2,2,0,31.2,30,11,2.73,0.66,1.83,0.122,74.2,25.8,1504,1,0.5,1,5,0.75,,1,1,1,1,1,0.493,0.579,3.69,1.37,1.79
DN Freecs,5,3,2,36.7,76,54,1.41,0.71,0.11,0.013,63,-3,897,0.6,0.4,0.2,4,0.1,,0.4,0.54,,0.4,0.5,0.502,0.423,3.83,1.71,1.77
DRX,5,2,3,36.7,54,76,0.71,0.71,-0.11,-0.013,37,3,-897,0.4,0.6,0.8,4.2,0.9,,0.6,0.46,,0.4,0.5,0.498,0.577,3.69,1.56,1.97
DN Freecs,3,0,3,26.2,18,52,0.35,0.89,-3.51,-0.206,9.4,-9.4,-4624,0.33,0,0,1.3,0,,0.33,0.36,,0,0,0.495,0.379,3.65,1.61,1.79
T1,3,3,0,26.2,52,18,2.89,0.89,3.51,0.206,90.6,9.4,4624,0.67,1,1,9,1,,0.67,0.64,,0.67,1,0.505,0.621,3.9,1.43,1.52
Dplus KIA,5,2,3,35.7,55,71,0.77,0.7,0.12,-0.008,47.7,-7.7,525,0.8,0.6,1,5.8,0.8,,0.6,0.44,1,0.6,0.57,0.484,0.496,3.49,1.65,1.73
Gen.G,5,3,2,35.7,70,55,1.27,0.7,-0.12,0.008,52.3,7.7,-525,0.2,0.4,0,3.6,0.2,,0.4,0.56,0,0.4,0.43,0.516,0.504,3.83,1.34,1.84
BRION,3,0,3,33.1,20,64,0.31,0.85,-2.19,-0.177,35.1,-35.1,-1500,1,0.33,0,4,0.33,,0.67,0.4,,0,0,0.5,0.409,3.72,1.72,1.58
Dplus KIA,3,3,0,33.1,64,20,3.2,0.85,2.19,0.177,64.9,35.1,1500,0,0.67,1,6.7,0.67,,0.33,0.6,,1,1,0.5,0.591,3.44,1.63,1.87
BRION,2,0,2,38.6,14,19,0.74,0.43,-2.16,0.003,20.5,-20.5,-3346,0,0,0,2,0.5,,0.5,0.5,,0.5,0.67,0.497,0.471,3.51,1.49,2
Dplus KIA,2,2,0,38.6,19,14,1.36,0.43,2.16,-0.003,79.5,20.5,3346,1,1,1,6,0.5,,0.5,0.5,,0.5,0.33,0.503,0.529,3.95,1.56,1.89
Gen.G,2,2,0,33.8,25,11,2.27,0.53,1.39,0.108,53,47,1194,0.5,0.5,0.5,5.5,0.5,,0,0.22,,1,1,0.499,0.539,3.87,1.4,2.19
KT Rolster,2,0,2,33.8,11,25,0.44,0.53,-1.39,-0.108,47,-47,-1194,0.5,0.5,0.5,3.5,0.5,,1,0.78,,0,0,0.501,0.461,4,1.73,1.94
DN Freecs,3,2,1,32.7,39,22,1.77,0.62,-1.31,-0.107,29,37.6,-1294,0.33,0.33,0.33,2.7,0.67,,0.33,0.54,,0.67,0.67,0.478,0.405,3.94,1.74,1.9
DRX,3,1,2,33.4,33,40,0.83,0.73,-0.02,-0.076,48.3,-15,-3,0.33,0.33,0.67,3.3,0.5,,0.33,0.42,0.5,0.33,0.5,0.496,0.516,3.19,1.53,1.67
Liiv SANDBOX,3,2,1,33.4,40,34,1.18,0.73,0.02,0.076,51.7,15,3,0.67,0.67,0.33,5.3,0.5,,0.67,0.58,0.5,0.67,0.5,0.504,0.484,3.93,1.32,1.65
T1,3,1,2,32.7,22,39,0.56,0.62,1.31,0.107,71,-37.6,1294,0.67,0.67,0.67,4.7,0.33,,0.67,0.46,,0.33,0.33,0.522,0.595,3.66,1.52,1.82
BRION,3,1,2,34.7,24,31,0.77,0.53,-0.31,-0.003,45.4,-12.1,-221,0,0.67,0.67,4.3,0.83,,0.33,0.36,1,0.33,0.25,0.51,0.469,3.64,1.49,2.01
Gen.G,2,2,0,30.9,25,9,2.78,0.55,1.53,0.068,60.6,39.4,1740,0.5,1,1,5,0.25,,0,0.56,,1,1,0.521,0.579,3.55,1.34,2.21
Hanwha Life Esports,3,2,1,34.7,31,24,1.29,0.53,0.31,0.003,54.6,12.1,221,1,0.33,0.33,1.3,0.17,,0.67,0.64,0,0.67,0.75,0.49,0.531,3.4,1.45,1.7
Nongshim RedForce,2,0,2,30.9,9,25,0.36,0.55,-1.53,-0.068,39.4,-39.4,-1740,0.5,0,0,3,0.75,,1,0.44,,0,0,0.479,0.421,3.53,1.59,1.6
Dplus KIA,2,2,0,32.8,42,16,2.63,0.89,1.45,0.1,40.1,59.9,10,0.5,0.5,0.5,5.5,0.5,,0,0.67,,1,1,0.489,0.571,3.32,1.63,1.81
DRX,2,0,2,34.5,12,34,0.35,0.67,0.06,-0.028,62.2,-62.2,1332,0.5,0.5,0.5,3.5,0.75,,1,0.36,,0.5,0.5,0.495,0.513,3.6,1.78,1.68
KT Rolster,2,0,2,32.8,16,42,0.38,0.89,-1.45,-0.1,59.9,-59.9,-10,0.5,0.5,0.5,5,0.5,,1,0.33,,0,0,0.511,0.429,3.83,1.5,1.63
T1,2,2,0,34.5,34,12,2.83,0.67,-0.06,0.028,37.8,62.2,-1332,0.5,0.5,0.5,3.5,0.25,,0,0.64,,0,0.5,0.505,0.487,3.12,1.3,1.69
BRION,2,0,2,29.5,11,28,0.39,0.66,-0.84,-0.078,35.6,-35.6,-695,0,0,0.5,1.5,0.25,,0.5,0.11,,0,0,0.485,0.488,3.33,1.32,1.52
DN Freecs,2,0,2,30.9,5,23,0.22,0.45,-3.39,-0.157,22.7,-22.7,-3609,0,0,0,3,0.25,,1,0.44,,0,0,0.494,0.364,3.84,1.51,1.82
Gen.G,2,2,0,30.9,23,5,4.6,0.45,3.39,0.157,77.3,22.7,3609,1,1,1,7.5,0.75,,0,0.56,,1,1,0.506,0.636,3.7,1.43,2.26
Liiv SANDBOX,2,2,0,29.5,28,12,2.33,0.66,0.84,0.078,64.4,35.6,695,1,1,0.5,6,0.75,,0.5,0.89,,1,1,0.515,0.512,3.39,1.31,1.81
Dplus KIA,2,2,0,28.7,28,9,3.11,0.64,2.19,0.203,66.9,33.1,1163,0.5,1,1,3.5,0.25,,0.5,0.88,,1,1,0.519,0.592,3.42,1.69,1.89
Hanwha Life Esports,2,0,2,30.5,7,31,0.23,0.62,-2.19,-0.153,33.2,-33.2,-592,0,0.5,0,5.5,1,,0,0,,0,0,0.484,0.494,2.82,1.28,1.7
KT Rolster,2,2,0,30.5,31,7,4.43,0.62,2.19,0.153,66.8,33.2,592,1,0.5,1,6,0,,1,1,,1,1,0.516,0.506,3.48,1.26,1.52
Nongshim RedForce,2,0,2,28.7,9,28,0.32,0.64,-2.19,-0.203,33.1,-33.1,-1163,0.5,0,0,3.5,0.75,,0.5,0.13,,0,0,0.481,0.408,3.14,1.41,1.24
BRION,2,0,2,38.8,12,21,0.57,0.43,-0.8,-0.105,47.6,-47.6,-444,0.5,0,0,3.5,0,,0.5,0.41,,0,0,0.491,0.443,3.61,1.47,2.34
DN Freecs,2,2,0,38.8,21,12,1.75,0.43,0.8,0.105,52.4,47.6,444,0.5,1,1,7,1,,0.5,0.59,,1,1,0.509,0.557,3.95,1.51,1.93
KT Rolster,3,2,1,35,40,42,0.95,0.78,-0.99,0.007,42.2,24.5,-768,0.33,0,0.33,2.7,0.17,,0.67,0.44,,0.67,0.6,0.512,0.46,4.25,1.45,2.18
Nongshim RedForce,3,1,2,35,42,40,1.05,0.78,0.99,-0.007,57.8,-24.5,768,0.67,1,0.67,6,0.83,,0.33,0.56,,0.33,0.4,0.488,0.54,4.22,1.88,2.21
Dplus KIA,3,1,2,35.9,26,42,0.62,0.63,-1.28,-0.081,28.8,4.5,-2048,0.33,0.33,0.33,2.7,0.33,,0,0.41,0,0.33,0.4,0.494,0.513,3.49,1.4,1.41
DRX,3,2,1,35.9,42,26,1.62,0.63,1.28,0.081,71.2,-4.5,2048,0.67,0.67,0.67,4.3,0.67,,1,0.59,1,0.67,0.6,0.506,0.487,3.77,1.62,1.84
Hanwha Life Esports,3,1,2,27.9,26,55,0.47,0.97,-1.54,-0.13,36.7,-3.4,-1800,0.33,0,0,5,0.83,,0,0.23,,0.33,0.5,0.497,0.483,3.22,1.32,1.63
Liiv SANDBOX,3,2,1,27.9,55,26,2.12,0.97,1.54,0.13,63.3,3.4,1800,0.67,1,1,5,0.17,,1,0.77,,0.67,0.5,0.503,0.517,3.64,1.32,1.71
DN Freecs,3,2,1,29.4,32,27,1.19,0.67,1.53,0.031,57.6,9.1,1564,1,0.67,0.67,6.7,0.67,,0,0.5,,0.33,1,0.499,0.51,3.41,1.43,1.48
Gen.G,3,1,2,30.8,20,25,0.8,0.49,0.19,0.003,64.6,-31.2,1186,0.67,0.67,0.33,4.3,0.17,,0.67,0.46,,0.33,0.33,0.501,0.516,3.27,1.39,2.02
KT Rolster,3,1,2,29.4,27,32,0.84,0.67,-1.53,-0.031,42.4,-9.1,-1564,0,0.33,0.33,3.3,0.33,,1,0.5,,0,0,0.501,0.49,3.15,1.38,1.51
T1,3,2,1,30.8,25,20,1.25,0.49,-0.19,-0.003,35.4,31.2,-1186,0.33,0.33,0.67,4.3,0.83,,0.33,0.54,,0.67,0.67,0.499,0.484,3.56,1.32,1.41
Dplus KIA,2,2,0,35.1,40,21,1.9,0.87,1.28,0.079,77,23,1720,0.5,0.5,1,4.5,0,,1,0.84,0,1,0.5,0.511,0.557,3.64,1.44,1.62
Hanwha Life Esports,2,0,2,35.1,21,40,0.53,0.87,-1.28,-0.079,23,-23,-1720,0.5,0.5,0,5.5,1,,0,0.16,1,0,0.5,0.489,0.443,3.3,1.29,1.37
Liiv SANDBOX,2,2,0,33.2,33,16,2.06,0.74,1.63,0.072,75.4,24.6,1224,1,1,0.5,4.5,0.25,,1,0.73,,0.5,0.75,0.531,0.533,3.41,1.35,2.46
Nongshim RedForce,2,0,2,33.2,16,33,0.48,0.74,-1.63,-0.072,24.6,-24.6,-1224,0,0,0.5,4,0.75,,0,0.27,,0.5,0.25,0.469,0.467,4.36,1.73,1.38
BRION,2,0,2,26.5,19,39,0.49,1.1,-2.55,-0.144,21.3,-21.3,-3617,1,0,0,3,0.5,,0.5,0.5,,0,0,0.484,0.424,3.34,1.39,1.46
DRX,2,0,2,36.9,19,22,0.86,0.55,-1.64,-0.162,29.5,-29.5,-1483,0.5,0.5,0,4.5,0.5,,0,0.38,0,0.5,0.2,0.476,0.433,3.45,1.36,1.8
Gen.G,2,2,0,36.9,22,19,1.16,0.55,1.64,0.162,70.5,29.5,1483,0.5,0.5,1,5.5,0.5,,1,0.62,1,0.5,0.8,0.524,0.567,4.05,1.55,1.94
T1,2,2,0,26.5,39,19,2.05,1.1,2.55,0.144,78.7,21.3,3617,0,1,1,7.5,0.5,,0.5,0.5,,0.5,1,0.516,0.576,3.29,1.17,1.6
DN Freecs,2,0,2,34.9,13,31,0.42,0.63,0.42,-0.057,70.6,-70.6,1834,1,0.5,0.5,5,0.5,,0.5,0.33,,0,0,0.497,0.506,3.83,1.84,2.22
Liiv SANDBOX,2,2,0,34.9,31,13,2.38,0.63,-0.42,0.057,29.4,70.6,-1834,0,0.5,0.5,3.5,0.5,,0.5,0.67,,1,1,0.503,0.494,4.06,1.51,1.89
Nongshim RedForce,2,0,2,42.3,26,35,0.74,0.72,-2.16,-0.124,42.5,-42.5,-1651,0.5,0,0,2,0.25,,1,0.56,1,0,0.17,0.485,0.426,3.76,1.56,1.64
T1,2,2,0,42.3,35,26,1.35,0.72,2.16,0.124,57.5,42.5,1651,0.5,1,1,8,0.75,,0,0.44,0,1,0.83,0.515,0.574,3.67,1.32,2.05
Gen.G,2,2,0,24.1,34,15,2.27,1.02,1.34,0.188,59.5,40.5,3181,0.5,1,0.5,6,1,,0.5,0.43,,0.5,1,0.523,0.586,3.22,1.28,1.26
Hanwha Life Esports,3,1,2,33.3,31,32,0.97,0.63,-1.5,-0.009,20.8,12.5,-2910,0.67,0.33,0.33,2,0.33,,0.33,0.47,,0.33,0.4,0.487,0.434,3.87,1.34,1.96
Liiv SANDBOX,2,0,2,24.1,15,34,0.44,1.02,-1.34,-0.188,40.5,-40.5,-3181,0.5,0,0.5,3,0,,0.5,0.57,,0,0,0.477,0.414,2.99,1.22,1.15
T1,3,2,1,33.3,32,31,1.03,0.63,1.5,0.009,79.2,-12.5,2910,0.33,0.67,0.67,8.7,0.67,,0.67,0.53,,0.67,0.6,0.513,0.566,3.68,1.38,1.75
DN Freecs,2,0,2,30.4,5,24,0.21,0.48,-2.33,-0.143,30.3,-30.3,-1416,0,0,0,2.5,1,,0.5,0.25,,0,0,0.504,0.442,3.46,1.46,1.41
Dplus KIA,2,2,0,30.4,24,5,4.8,0.48,2.33,0.143,69.7,30.3,1416,1,1,1,5.5,0,,0.5,0.75,,1,1,0.496,0.558,3.74,1.58,1.64
DRX,3,1,2,37.9,31,38,0.82,0.61,-0.49,-0.064,54.1,-20.8,-70,0.33,0.33,0.33,3.7,0.5,,1,0.5,,0.33,0.33,0.494,0.513,3.57,1.61,1.78
KT Rolster,3,2,1,37.9,38,31,1.23,0.61,0.49,0.064,45.9,20.8,70,0.67,0.67,0.67,4,0.5,,0,0.5,,0.67,0.67,0.506,0.487,4.14,1.49,1.96
BRION,2,2,0,33,29,14,2.07,0.65,0.52,0.062,52.4,47.6,194,0.5,0.5,1,4.5,0.5,,1,0.7,0,1,1,0.497,0.519,4.24,1.3,2.37
Hanwha Life Esports,2,0,2,27.7,7,27,0.26,0.61,-2.76,-0.238,20.3,-20.3,-2870,1,0,0,0.5,0.25,,0.5,0.13,,0,0,0.474,0.459,3.37,1.38,1.12
Liiv SANDBOX,2,2,0,27.7,27,7,3.86,0.61,2.76,0.238,79.7,20.3,2870,0,1,1,6,0.75,,0.5,0.88,,1,1,0.526,0.541,3.43,1.47,1.91
Nongshim RedForce,2,0,2,33,14,29,0.48,0.65,-0.52,-0.062,47.6,-47.6,-194,0.5,0.5,0,5.5,0.5,,0,0.3,1,0,0,0.503,0.481,3.64,1.59,1.91
DN Freecs,2,0,2,37.2,13,33,0.39,0.62,-0.78,-0.142,41.7,-41.7,-1077,0.5,0.5,1,3.5,0.25,,0.5,0.33,,0.5,0.25,0.499,0.422,4.11,1.96,1.52
DRX,2,0,2,29.5,16,31,0.52,0.8,-0.92,-0.116,56.8,-56.8,603,0.5,0.5,0,3.5,0.75,,0,0.38,,0,0,0.478,0.424,3.11,1.55,1.62
KT Rolster,2,2,0,37.2,33,13,2.54,0.62,0.78,0.142,58.3,41.7,1077,0.5,0.5,0,6,0.75,,0.5,0.67,,0.5,0.75,0.501,0.578,3.45,1.29,2.23
T1,2,2,0,29.5,31,16,1.94,0.8,0.92,0.116,43.2,56.8,-603,0.5,0.5,1,2,0.25,,1,0.63,,1,1,0.522,0.576,3.75,1.26,1.28
BRION,2,0,2,29.4,7,27,0.26,0.58,-1.47,-0.16,37.7,-37.7,-1086,1,0,0,2.5,0,,0.5,0.25,,0,0,0.495,0.388,3.01,1.43,1.46
Dplus KIA,2,2,0,29.4,27,7,3.86,0.58,1.47,0.16,62.3,37.7,1086,0,1,1,6.5,1,,0.5,0.75,,1,1,0.505,0.612,3.06,1.55,1.38
Gen.G,2,2,0,24.7,36,10,3.6,0.93,5.02,0.318,90.5,9.5,4818,1,1,1,6.5,0.75,,1,0.83,,1,1,0.529,0.635,2.99,1.23,1.59
Nongshim RedForce,2,0,2,24.7,10,36,0.28,0.93,-5.02,-0.318,9.5,-9.5,-4818,0,0,0,1,0.25,,0,0.17,,0,0,0.471,0.365,2.56,1.3,0.83
BRION,3,1,2,35.6,32,40,0.8,0.66,0,-0.01,59.4,-26,-26,0.67,0.67,0.33,3.7,0.33,,1,0.61,1,0.33,0.25,0.507,0.495,3.71,1.61,2.02
Dplus KIA,2,2,0,33.4,26,8,3.25,0.51,2.31,0.157,68.1,31.9,2529,1,0,1,4,0.25,,0,0.62,,1,1,0.515,0.543,3.44,1.35,1.62
DRX,3,2,1,35.6,39,32,1.22,0.66,0,0.01,40.6,26,26,0.33,0.33,0.67,5,0.67,,0,0.39,0,0.67,0.75,0.493,0.505,3.6,1.76,1.93
